"URL","CODE","LABEL_EN","DESCRIPTION_EN","LABEL_FR","DESCRIPTION_FR"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur1a1miseenplacedeservicesouaccesauxbiensservicesdanslesterritoires","indicateur1a1miseenplacedeservicesouaccesauxbiensservicesdanslesterritoires","","","Indicateur 1. A.1 : Mise en place de services ou accès aux biens/services dans les territoires","Premier ODD lié à l'indicateur : ODD 9; Deuxième ODD lié à l'indicateur : ODD 10"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur1b1populationsdesservies","indicateur1b1populationsdesservies","","","Indicateur 1.B.1 : Populations désservies ",""
"https://codelist.commonapproach.org/PalierFixeElement#indicateur1c1partenariatsavecdautresorganismesouorganisationsduterritoire","indicateur1c1partenariatsavecdautresorganismesouorganisationsduterritoire","","","Indicateur 1.C.1 : Partenariats avec d’autres organismes ou organisations du territoire",""
"https://codelist.commonapproach.org/PalierFixeElement#indicateur1d1achatschezdesfournisseursetproducteurslocaux","indicateur1d1achatschezdesfournisseursetproducteurslocaux","","","Indicateur 1.D.1 : Achats chez des fournisseurs et producteurs locaux","Premier ODD lié à l'indicateur : ODD 9; Deuxième ODD lié à l'indicateur : ODD 12"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur1d2emploisnetscreesselonlacategoriedemploi","indicateur1d2emploisnetscreesselonlacategoriedemploi","","","Indicateur 1.D.2 : Emplois nets créés selon la catégorie d’emploi",""
"https://codelist.commonapproach.org/PalierFixeElement#indicateur2a1vitalitedemocratique","indicateur2a1vitalitedemocratique","","","Indicateur 2.A.1 : Vitalité démocratique ",""
"https://codelist.commonapproach.org/PalierFixeElement#indicateur2b1participationdespartiesprenantesetdespersonnestravailleusesalaviedemocratique","indicateur2b1participationdespartiesprenantesetdespersonnestravailleusesalaviedemocratique","","","Indicateur 2.B.1: Participation des parties prenantes et des personnes travailleuses à la vie démocratique",""
"https://codelist.commonapproach.org/PalierFixeElement#indicateur2c1utilisationetdistributiondessurplusetoureliquat","indicateur2c1utilisationetdistributiondessurplusetoureliquat","","","Indicateur 2.C.1 : Utilisation et distribution des surplus et/ou reliquat","Premier ODD lié à l'indicateur : ODD 10; Deuxième ODD lié à l'indicateur : ODD 8"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur2d1mobilisationetparticipationduconseildadministration","indicateur2d1mobilisationetparticipationduconseildadministration","","","Indicateur 2.D.1 : Mobilisation et participation du conseil d’administration",""
"https://codelist.commonapproach.org/PalierFixeElement#indicateur3a1capacitedefinancieredefairefaceauximprevus","indicateur3a1capacitedefinancieredefairefaceauximprevus","","","Indicateur 3.A.1 : Capacité de financière de faire face aux imprévus",""
"https://codelist.commonapproach.org/PalierFixeElement#indicateur3a2resilienceorganisationnelle","indicateur3a2resilienceorganisationnelle","","","Indicateur 3.A.2 : Résilience organisationnelle","Premier ODD lié à l'indicateur : ODD 8; Deuxième ODD lié à l'indicateur : ODD 9; Troisième ODD lié à l'indicateur : ODD 11"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur4a1ratioderemuneration","indicateur4a1ratioderemuneration","","","Indicateur 4.A.1 : Ratio de rémunération ","Premier ODD lié à l'indicateur : ODD 8; Deuxième ODD lié à l'indicateur : ODD 10"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur4a2ecartderemunerationentrelesgenres","indicateur4a2ecartderemunerationentrelesgenres","","","Indicateur 4.A.2 : Écart de rémunération entre les genres","Premier ODD lié à l'indicateur : ODD 10; Deuxième ODD lié à l'indicateur : ODD 11"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur4b1compositionduconseildadministrationetdespersonnessalariees","indicateur4b1compositionduconseildadministrationetdespersonnessalariees","","","Indicateur 4.B.1 : Composition du conseil d’administration et des personnes salariées","Premier ODD lié à l'indicateur : ODD 5; Deuxième ODD lié à l'indicateur : ODD 10"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur4b2integrationactivedespratiquesdequitesocialedanslacultureorganisationnelle","indicateur4b2integrationactivedespratiquesdequitesocialedanslacultureorganisationnelle","","","Indicateur 4.B.2 : Intégration active des pratiques d’équité sociale dans la culture organisationnelle","Premier ODD lié à l'indicateur : ODD 10; Deuxième ODD lié à l'indicateur : ODD 5; Troisième ODD lié à l'indicateur : ODD 16"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur4c1servicesetavantagessociauxoffertsauxpersonnesemployees","indicateur4c1servicesetavantagessociauxoffertsauxpersonnesemployees","","","Indicateur 4.C.1 : Services et avantages sociaux offerts aux personnes employées","Premier ODD lié à l'indicateur : ODD 8; Deuxième ODD lié à l'indicateur : ODD 3"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur4c2tauxderotationdupersonnel","indicateur4c2tauxderotationdupersonnel","","","Indicateur 4.C.2 : Taux de rotation du personnel",""
"https://codelist.commonapproach.org/PalierFixeElement#indicateur4c3revenuviable","indicateur4c3revenuviable","","","Indicateur 4.C.3 : Revenu viable","Premier ODD lié à l'indicateur : ODD 1; Deuxième ODD lié à l'indicateur : ODD 8; Troisième ODD lié à l'indicateur : ODD 10"
"https://codelist.commonapproach.org/PalierFixeElement#indicateur5a1actionsetinitiativesdelorganisationauniveaudesonempreinteecologique","indicateur5a1actionsetinitiativesdelorganisationauniveaudesonempreinteecologique","","","Indicateur 5.A.1 : Actions et initiatives de l’organisation au niveau de son empreinte écologique","Premier ODD lié à l'indicateur : ODD 12; Deuxième ODD lié à l'indicateur : ODD 13; Troisième ODD lié à l'indicateur : ODD 15"
"https://codelist.commonapproach.org/PalierFixeElement#jeunesde35ansetmoins","jeunesde35ansetmoins","","","Les jeunes de 35 ans et moins",""
"https://codelist.commonapproach.org/PalierFixeElement#noires","noires","","","Personnes noires",""
"https://codelist.commonapproach.org/PalierFixeElement#pratiquesenvironnementalesdurables","pratiquesenvironnementalesdurables","","","Pratiques environnementales durables",""
"https://codelist.commonapproach.org/PalierFixeElement#primautedelhumainsurlecapital","primautedelhumainsurlecapital","","","PRIMAUTÉ DE L’HUMAIN SUR LE CAPITAL",""
"https://codelist.commonapproach.org/PalierFixeElement#processuscollectifdanslaprisededecision","processuscollectifdanslaprisededecision","","","Processus collectif dans la prise de décision",""
"https://codelist.commonapproach.org/PalierFixeElement#proprietecollective","proprietecollective","","","Propriété collective",""
"https://codelist.commonapproach.org/PalierFixeElement#redistributiondessurplusetoureliquat","redistributiondessurplusetoureliquat","","","Redistribution des surplus et/ou reliquat",""
"https://codelist.commonapproach.org/PalierFixeElement#reductiondesinegalites","reductiondesinegalites","","","Réduction des inégalités",""
"https://codelist.commonapproach.org/PalierFixeElement#repondreadesbesoinsetdesaspirations","repondreadesbesoinsetdesaspirations","","","RÉPONDRE À DES BESOINS ET DES ASPIRATIONS",""
"https://codelist.commonapproach.org/PalierFixeElement#resilience","resilience","","","Résilience",""
"https://codelist.commonapproach.org/PalierFixeElement#respectdelenvironnementetreponseauxchangementsclimatiques","respectdelenvironnementetreponseauxchangementsclimatiques","","","RESPECT DE L’ENVIRONNEMENT ET RÉPONSE AUX CHANGEMENTS CLIMATIQUES",""
"https://codelist.commonapproach.org/PalierFixeElement#situationditinerance","situationditinerance","","","Les personnes en situation d'itinérance",""
"https://codelist.commonapproach.org/PalierFixeElement#viabiliteeconomique","viabiliteeconomique","","","VIABILITÉ ÉCONOMIQUE",""
"https://codelist.commonapproach.org/PalierFixeElement#vitaliteassociative","vitaliteassociative","","","Vitalité associative",""
"https://codelist.commonapproach.org/PalierFixeElement#vivantavecunhandicap","vivantavecunhandicap","","","Les personnes vivant avec un handicap",""
"https://codelist.commonapproach.org/PalierFixeElement#vivantdelaprecariteeconomique","vivantdelaprecariteeconomique","","","Les personnes vivant de la précarité économique",""
